"","estimate__","phoneme","cats__","upper__","lower__","stim_language","group"
"1",0.87427887145623,"i","fin",0.924416018304597,0.79967745956739,"French","monolingual"
"2",0.098707425478427,"o","fin",0.164784760854257,0.0546951684274942,"French","monolingual"
"3",0.225194635973508,"schwa","fin",0.31955042466822,0.148185031585991,"French","monolingual"
"4",0.169377046718649,"y","fin",0.255856043241711,0.10560772242386,"French","monolingual"
"5",0.87427887145623,"i","fin",0.924416018304597,0.79967745956739,"French","monolingual"
"6",0.098707425478427,"o","fin",0.164784760854257,0.0546951684274942,"French","monolingual"
"7",0.225194635973508,"schwa","fin",0.31955042466822,0.148185031585991,"French","monolingual"
"8",0.169377046718649,"y","fin",0.255856043241711,0.10560772242386,"French","monolingual"
"9",0.87427887145623,"i","fin",0.924416018304597,0.79967745956739,"French","monolingual"
"10",0.098707425478427,"o","fin",0.164784760854257,0.0546951684274942,"French","monolingual"
"11",0.225194635973508,"schwa","fin",0.31955042466822,0.148185031585991,"French","monolingual"
"12",0.169377046718649,"y","fin",0.255856043241711,0.10560772242386,"French","monolingual"
"13",0.87427887145623,"i","fin",0.924416018304597,0.79967745956739,"French","monolingual"
"14",0.098707425478427,"o","fin",0.164784760854257,0.0546951684274942,"French","monolingual"
"15",0.225194635973508,"schwa","fin",0.31955042466822,0.148185031585991,"French","monolingual"
"16",0.169377046718649,"y","fin",0.255856043241711,0.10560772242386,"French","monolingual"
"17",0.975124629920459,"i","fin",0.990598313715404,0.947460664294052,"German","monolingual"
"18",0.0680844144497865,"o","fin",0.119962157184313,0.035365979976297,"German","monolingual"
"19",0.250944959718347,"schwa","fin",0.357930557668384,0.165659219455598,"German","monolingual"
"20",0.125741689728884,"y","fin",0.199863585265291,0.0731082313329909,"German","monolingual"
"21",0.975124629920459,"i","fin",0.990598313715404,0.947460664294052,"German","monolingual"
"22",0.0680844144497865,"o","fin",0.119962157184313,0.035365979976297,"German","monolingual"
"23",0.250944959718347,"schwa","fin",0.357930557668384,0.165659219455598,"German","monolingual"
"24",0.125741689728884,"y","fin",0.199863585265291,0.0731082313329909,"German","monolingual"
"25",0.975124629920459,"i","fin",0.990598313715404,0.947460664294052,"German","monolingual"
"26",0.0680844144497865,"o","fin",0.119962157184313,0.035365979976297,"German","monolingual"
"27",0.250944959718347,"schwa","fin",0.357930557668384,0.165659219455598,"German","monolingual"
"28",0.125741689728884,"y","fin",0.199863585265291,0.0731082313329909,"German","monolingual"
"29",0.975124629920459,"i","fin",0.990598313715404,0.947460664294052,"German","monolingual"
"30",0.0680844144497865,"o","fin",0.119962157184313,0.035365979976297,"German","monolingual"
"31",0.250944959718347,"schwa","fin",0.357930557668384,0.165659219455598,"German","monolingual"
"32",0.125741689728884,"y","fin",0.199863585265291,0.0731082313329909,"German","monolingual"
"33",0.0223708723269301,"i","son",0.0507902764283402,0.00780451054777138,"French","monolingual"
"34",0.648075582450569,"o","son",0.774200957109631,0.503908796248465,"French","monolingual"
"35",0.477024452686243,"schwa","son",0.620995730622,0.335712069524852,"French","monolingual"
"36",0.0481835964778903,"y","son",0.103157351094227,0.0212213403338233,"French","monolingual"
"37",0.0223708723269301,"i","son",0.0507902764283402,0.00780451054777138,"French","monolingual"
"38",0.648075582450569,"o","son",0.774200957109631,0.503908796248465,"French","monolingual"
"39",0.477024452686243,"schwa","son",0.620995730622,0.335712069524852,"French","monolingual"
"40",0.0481835964778903,"y","son",0.103157351094227,0.0212213403338233,"French","monolingual"
"41",0.0223708723269301,"i","son",0.0507902764283402,0.00780451054777138,"French","monolingual"
"42",0.648075582450569,"o","son",0.774200957109631,0.503908796248465,"French","monolingual"
"43",0.477024452686243,"schwa","son",0.620995730622,0.335712069524852,"French","monolingual"
"44",0.0481835964778903,"y","son",0.103157351094227,0.0212213403338233,"French","monolingual"
"45",0.0223708723269301,"i","son",0.0507902764283402,0.00780451054777138,"French","monolingual"
"46",0.648075582450569,"o","son",0.774200957109631,0.503908796248465,"French","monolingual"
"47",0.477024452686243,"schwa","son",0.620995730622,0.335712069524852,"French","monolingual"
"48",0.0481835964778903,"y","son",0.103157351094227,0.0212213403338233,"French","monolingual"
"49",0.00219162902322575,"i","son",0.0125778872815985,7.81146527167041e-05,"German","monolingual"
"50",0.622487105366826,"o","son",0.759551511088107,0.459064294445588,"German","monolingual"
"51",0.583641911441984,"schwa","son",0.718713523343979,0.439393125201801,"German","monolingual"
"52",0.0624287130400841,"y","son",0.128624479437387,0.0277738540415542,"German","monolingual"
"53",0.00219162902322575,"i","son",0.0125778872815985,7.81146527167041e-05,"German","monolingual"
"54",0.622487105366826,"o","son",0.759551511088107,0.459064294445588,"German","monolingual"
"55",0.583641911441984,"schwa","son",0.718713523343979,0.439393125201801,"German","monolingual"
"56",0.0624287130400841,"y","son",0.128624479437387,0.0277738540415542,"German","monolingual"
"57",0.00219162902322575,"i","son",0.0125778872815985,7.81146527167041e-05,"German","monolingual"
"58",0.622487105366826,"o","son",0.759551511088107,0.459064294445588,"German","monolingual"
"59",0.583641911441984,"schwa","son",0.718713523343979,0.439393125201801,"German","monolingual"
"60",0.0624287130400841,"y","son",0.128624479437387,0.0277738540415542,"German","monolingual"
"61",0.00219162902322575,"i","son",0.0125778872815985,7.81146527167041e-05,"German","monolingual"
"62",0.622487105366826,"o","son",0.759551511088107,0.459064294445588,"German","monolingual"
"63",0.583641911441984,"schwa","son",0.718713523343979,0.439393125201801,"German","monolingual"
"64",0.0624287130400841,"y","son",0.128624479437387,0.0277738540415542,"German","monolingual"
"65",0.101319539711234,"i","su",0.173210661406314,0.0564679525578087,"French","monolingual"
"66",0.248786999973345,"o","su",0.381893964304837,0.148366808624755,"French","monolingual"
"67",0.289607098294294,"schwa","su",0.430610568797803,0.184225727421958,"French","monolingual"
"68",0.7783932929664,"y","su",0.858076407358497,0.674574537447947,"French","monolingual"
"69",0.101319539711234,"i","su",0.173210661406314,0.0564679525578087,"French","monolingual"
"70",0.248786999973345,"o","su",0.381893964304837,0.148366808624755,"French","monolingual"
"71",0.289607098294294,"schwa","su",0.430610568797803,0.184225727421958,"French","monolingual"
"72",0.7783932929664,"y","su",0.858076407358497,0.674574537447947,"French","monolingual"
"73",0.101319539711234,"i","su",0.173210661406314,0.0564679525578087,"French","monolingual"
"74",0.248786999973345,"o","su",0.381893964304837,0.148366808624755,"French","monolingual"
"75",0.289607098294294,"schwa","su",0.430610568797803,0.184225727421958,"French","monolingual"
"76",0.7783932929664,"y","su",0.858076407358497,0.674574537447947,"French","monolingual"
"77",0.101319539711234,"i","su",0.173210661406314,0.0564679525578087,"French","monolingual"
"78",0.248786999973345,"o","su",0.381893964304837,0.148366808624755,"French","monolingual"
"79",0.289607098294294,"schwa","su",0.430610568797803,0.184225727421958,"French","monolingual"
"80",0.7783932929664,"y","su",0.858076407358497,0.674574537447947,"French","monolingual"
"81",0.0214747067378308,"i","su",0.0480916523254191,0.00742194920839509,"German","monolingual"
"82",0.305328242816477,"o","su",0.464808225365984,0.18526710221866,"German","monolingual"
"83",0.159200274664087,"schwa","su",0.263401631675903,0.0896786886803734,"German","monolingual"
"84",0.808660606515189,"y","su",0.88216725168736,0.706301850006365,"German","monolingual"
"85",0.0214747067378308,"i","su",0.0480916523254191,0.00742194920839509,"German","monolingual"
"86",0.305328242816477,"o","su",0.464808225365984,0.18526710221866,"German","monolingual"
"87",0.159200274664087,"schwa","su",0.263401631675903,0.0896786886803734,"German","monolingual"
"88",0.808660606515189,"y","su",0.88216725168736,0.706301850006365,"German","monolingual"
"89",0.0214747067378308,"i","su",0.0480916523254191,0.00742194920839509,"German","monolingual"
"90",0.305328242816477,"o","su",0.464808225365984,0.18526710221866,"German","monolingual"
"91",0.159200274664087,"schwa","su",0.263401631675903,0.0896786886803734,"German","monolingual"
"92",0.808660606515189,"y","su",0.88216725168736,0.706301850006365,"German","monolingual"
"93",0.0214747067378308,"i","su",0.0480916523254191,0.00742194920839509,"German","monolingual"
"94",0.305328242816477,"o","su",0.464808225365984,0.18526710221866,"German","monolingual"
"95",0.159200274664087,"schwa","su",0.263401631675903,0.0896786886803734,"German","monolingual"
"96",0.808660606515189,"y","su",0.88216725168736,0.706301850006365,"German","monolingual"
"97",0.994980565534129,"i","fin",0.981664076025169,0.999344023452031,"German","bilingual"
"98",0.00161632616373966,"i","son",0.00759074115526495,7.36481354989623e-05,"German","bilingual"
"99",0.00340310830213177,"i","su",0.0107451828195657,0.000582328412470498,"German","bilingual"
"100",0.990554581436381,"i","fin",0.97560759372738,0.996804262892253,"French","bilingual"
"101",0.00118820482005448,"i","son",0.00631937863033688,4.48982455604953e-05,"French","bilingual"
"102",0.00825721374356472,"i","su",0.0180730276422834,0.00315083886218637,"French","bilingual"
"103",0.0116278737845185,"o","fin",0.0392053976734242,0.00086331117001294,"German","bilingual"
"104",0.739508418243086,"o","son",0.690039633751008,0.769023295288908,"German","bilingual"
"105",0.248863707972396,"o","su",0.270754968575568,0.230113393541079,"German","bilingual"
"106",0.0100664941189574,"o","fin",0.0241807475591985,0.00235410068576783,"French","bilingual"
"107",0.782398711705346,"o","son",0.749644461898502,0.806717890966167,"French","bilingual"
"108",0.207534794175697,"o","su",0.226174790542299,0.190928008348065,"French","bilingual"
"109",0.196269084870566,"y","fin",0.203087987161529,0.198217065745017,"German","bilingual"
"110",0.0308342783014985,"y","son",0.0496472256252104,0.0172005827475801,"German","bilingual"
"111",0.772896636827935,"y","su",0.747264787213261,0.784582351507403,"German","bilingual"
"112",0.050163586930955,"y","fin",0.0697969914258525,0.0357929235995787,"French","bilingual"
"113",0.0105705266367405,"y","son",0.0226952429369534,0.00372707311643479,"French","bilingual"
"114",0.939265886432305,"y","su",0.907507765637194,0.960480003283986,"French","bilingual"
"115",0.156623945583074,"schwa","fin",0.187147417968477,0.116006540981373,"German","bilingual"
"116",0.679624784120828,"schwa","son",0.620564243201288,0.742616467832838,"German","bilingual"
"117",0.163751270296098,"schwa","su",0.192288338830235,0.141376991185789,"German","bilingual"
"118",0.104978139939986,"schwa","fin",0.123963776952302,0.087673761734408,"French","bilingual"
"119",0.660598824545201,"schwa","son",0.625753167458988,0.689230822844347,"French","bilingual"
"120",0.234423035514813,"schwa","su",0.25028305558871,0.223095415421245,"French","bilingual"
